chrom	start	end	length	chrom_	start_	end_	gene_name_	strand_	gene_len_	distance
chr6	113480867	113482469	1602	chr6	113481582	113481682	Tmem111	-	16764	0
chr6	113573637	113575822	2185	chr6	113573903	113574003	Vhl	+	7674	0
chr6	113588116	113590540	2424	chr6	113588411	113588511	Irak2	+	56542	0
chr6	113645769	113648132	2363	chr6	113646994	113647094	Tatdn2	+	14019	0
chr6	113689811	113691047	1236	chr6	113690687	113690787	Sec13	-	12676	0
chr6	114918073	114920236	2163	chr6	114919962	114920062	Vgll4	-	109366	0
chr6	114986903	114988264	1361	chr6	114987844	114987944	1500001M20Rik	-	33495	0
chr6	115493839	115495591	1752	chr6	115494632	115494732	Tsen2	+	33686	0
chr6	115551083	115552737	1654	chr6	115551899	115551999	Mkrn2	+	16739	0
chr6	115625837	115626879	1042	chr6	115626603	115626703	Raf1	-	58568	0
chr6	115802290	115804515	2225	chr6	115803339	115803439	Mbd4	-	12674	0
chr6	115856250	115857423	1173	chr6	115856311	115856411	AC142099.1	-	263	0
chr6	115894808	115896868	2060	chr6	115894906	115895006	H1foo	+	5298	0
chr6	115943582	115947473	3891	chr6	115944973	115945073	Plxnd1	-	40194	0
chr6	116057345	116058345	1000	chr6	116057619	116057719	Gm20404	+	19842	0
chr6	116142668	116144521	1853	chr6	116143454	116143554	Tmcc1	-	174868	0
chr6	116157379	116158813	1434	chr6	116158001	116158101	D6Wsu116e	+	54635	0
chr6	116213385	116214943	1558	chr6	116214190	116214290	Anubl1	+	66076	0
chr6	116287692	116288779	1087	chr6	116287992	116288092	March8	+	71516	0
chr6	116578326	116579410	1084	chr6	116578967	116579067	Zfp422	-	4983	0
chr6	116621962	116625624	3662	chr6	116623804	116623904	Rassf4	-	40828	0
chr6	117790265	117792017	1752	chr6	117791148	117791248	Zfp637	+	4776	0
chr6	118088454	118089510	1056	chr6	118089108	118089208	Csgalnact2	-	31688	0
chr6	118368698	118370204	1506	chr6	118369385	118369485	Bms1	-	36034	0
chr6	118404365	118405983	1618	chr6	118405496	118405596	Zfp248	-	28209	0
chr6	118511533	118513097	1564	chr6	118512224	118512324	Ankrd26	-	59692	0
chr6	119124902	119126966	2064	chr6	119125220	119125320	Dcp1b	+	46362	0
chr6	119428910	119429917	1007	chr6	119429636	119429736	Fbxl14	+	4218	0
chr6	119797370	119798428	1058	chr6	119798118	119798218	Erc1	-	277346	0
chr6	119852012	119853063	1051	chr6	119852621	119852721	4930540M05Rik	-	6494	0
chr6	120039368	120043235	3867	chr6	120043318	120043418	Ninj2	+	106989	83
chr6	120043247	120045365	2118	chr6	120043318	120043418	Ninj2	+	106989	0
chr6	120312903	120314794	1891	chr6	120314342	120314442	Ccdc77	-	40051	0
chr6	120412887	120414065	1178	chr6	120413165	120413265	Il17ra	+	20530	0
chr6	120480659	120482115	1456	chr6	120481287	120481387	Cecr5	-	21825	0
chr6	120771982	120773095	1113	chr6	120772653	120772753	Atp6v1e1	-	27440	0
chr6	121133186	121134711	1525	chr6	121133635	121133735	Pex26	+	15170	0
chr6	121175626	121177181	1555	chr6	121176121	121176221	Gm15856	-	2461	0
chr6	121194969	121196102	1133	chr6	121195874	121195974	Usp18	+	25010	0
chr6	121291040	121293126	2086	chr6	121293044	121293144	Slc6a12	+	22699	0
chr6	122503236	122507801	4565	chr6	122503769	122503869	Aicda	+	10379	0
chr6	122520126	122521126	1000	chr6	122520817	122520917	Gm16556	-	10805	0
chr6	122551578	122555212	3634	chr6	122552412	122552512	Apobec1	-	24652	0
chr6	122749764	122752354	2590	chr6	122751608	122751708	Slc2a3	-	73831	0
chr6	122824232	122825249	1017	chr6	122824442	122824542	Necap1	+	14460	0
chr6	124462248	124463248	1000	chr6	124462373	124462473	C1ra	+	11035	0
chr6	124611043	124613855	2812	chr6	124612995	124613095	Lpcat3	+	41391	0
chr6	124659495	124662478	2983	chr6	124662146	124662246	Emg1	-	7797	0
chr6	124705809	124707254	1445	chr6	124706492	124706592	Atn1	-	17335	0
chr6	124758454	124760478	2024	chr6	124758629	124758729	Spsb2	+	1958	0
chr6	124762884	124764434	1550	chr6	124764264	124764364	Tpi1	-	3710	0
chr6	124859956	124862057	2101	chr6	124861673	124861773	Lag3	-	7344	0
chr6	124867039	124868193	1154	chr6	124867914	124868014	Ptms	-	4265	0
chr6	124880392	124882186	1794	chr6	124881356	124881456	Mlf2	+	4750	0
chr6	124958144	124959987	1843	chr6	124959113	124959213	Zfp384	+	28720	0
chr6	124988865	124990642	1777	chr6	124989728	124989828	Ing4	+	11739	0
chr6	125044890	125048211	3321	chr6	125045949	125046049	Chd4	+	34610	0
chr6	125081055	125082691	1636	chr6	125081851	125081951	Nop2	+	12870	0
chr6	125094441	125097270	2829	chr6	125095209	125095309	Iffo1	+	16541	0
chr6	125114103	125117666	3563	chr6	125116435	125116535	Gapdh	-	4614	0
chr6	125180039	125182082	2043	chr6	125181828	125181928	Tapbpl	-	7927	0
chr6	125444102	125445143	1041	chr6	125444759	125444859	Cd9	-	34525	0
chr6	126798414	126799444	1030	chr6	126799112	126799212	Ndufa9	-	27281	0
chr6	127058729	127059953	1224	chr6	127059518	127059618	9630033F20Rik	-	24434	0
chr6	127099025	127100078	1053	chr6	127099357	127099457	9330179D12Rik	+	63022	0
chr6	128149961	128151616	1655	chr6	128150591	128150691	Gm10010	-	12777	0
chr6	128304965	128306268	1303	chr6	128305819	128305919	Tulp3	-	34711	0
chr6	128311159	128313277	2118	chr6	128312879	128312979	5930416I19Rik	-	5911	0
chr6	128374321	128375349	1028	chr6	128374899	128374999	Itfg2	-	15487	0
chr6	128387623	128389672	2049	chr6	128388645	128388745	Fkbp4	-	8942	0
chr6	128792481	128796220	3739	chr6	128793754	128793854	Gm17395	+	3173	0
chr6	128942571	128943820	1249	chr6	128942929	128943029	BC064078	+	15079	0
chr6	131336999	131338515	1516	chr6	131338418	131338518	Csda	-	23592	0
chr6	133054969	133056007	1038	chr6	133055207	133055307	2700089E24Rik	+	2508	0
chr6	133984698	133986041	1343	chr6	133985668	133985768	Etv6	+	234458	0
chr6	134778607	134780903	2296	chr6	134780122	134780222	Crebl2	+	28777	0
chr6	134869567	134871083	1516	chr6	134870369	134870469	Cdkn1b	+	5112	0
chr6	134931122	134932271	1149	chr6	134931969	134932069	Apold1	+	4835	0
chr6	134961319	134962363	1044	chr6	134961580	134961680	Ddx47	+	12164	0
chr6	135014541	135016376	1835	chr6	135015619	135015719	Gprc5a	+	19058	0
chr6	135117498	135118516	1018	chr6	135118183	135118283	Hebp1	-	30696	0
chr6	135147584	135148773	1189	chr6	135147945	135148045	8430419L09Rik	+	46978	0
chr6	135311816	135313827	2011	chr6	135312899	135312999	Emp1	+	20242	0
chr6	136465679	136468346	2667	chr6	136467322	136467422	Atf7ip	+	88526	0
chr6	136605947	136611030	5083	chr6	136610399	136610499	Plbd1	-	49858	0
chr6	136756508	136757581	1073	chr6	136756719	136756819	H2afj	+	1826	0
chr6	136775775	136777757	1982	chr6	136776704	136776804	Wbp11	-	14579	0
chr6	137682784	137684397	1613	chr6	137683549	137683649	Strap	+	16854	0
chr6	137702693	137703788	1095	chr6	137703013	137703113	Dera	+	83347	0
chr6	140372253	140373331	1078	chr6	140372570	140372670	Plekha5	+	172184	0
chr6	142293380	142296092	2712	chr6	142294124	142294224	Pyroxd1	+	17603	0
chr6	142334747	142336486	1739	chr6	142335557	142335657	Recql	-	36745	0
chr6	142704861	142706115	1254	chr6	142705156	142705256	Cmas	+	19028	0
chr6	143047579	143049047	1468	chr6	143048577	143048677	5730419I09Rik	-	89187	0
chr6	144729412	144730595	1183	chr6	144730447	144730547	Sox5	-	953552	0
chr6	145022845	145025285	2440	chr6	145024654	145024754	Bcat1	-	82349	0
chr6	145063474	145065401	1927	chr6	145064123	145064223	Lrmp	+	59281	0
chr6	145197186	145198815	1629	chr6	145198709	145198809	Kras	-	33540	0
chr6	145250623	145253044	2421	chr6	145251622	145251722	2010013B24Rik	+	5799	0
chr6	145813083	145814083	1000	chr6	145814028	145814128	Bhlhe41	-	7315	0
chr6	146449396	146451006	1610	chr6	146450695	146450795	Itpr2	-	393924	0
chr6	146525710	146527184	1474	chr6	146526307	146526407	4933424B01Rik	-	28203	0
chr6	146590268	146591847	1579	chr6	146591296	146591396	Tm7sf3	-	40472	0
chr6	146672547	146674291	1744	chr6	146673467	146673567	Stk38l	+	53817	0
chr6	146836242	146837317	1075	chr6	146836959	146837059	Ppfibp1	+	143538	0
chr6	146990906	146992027	1121	chr6	146991236	146991336	Mrps35	+	28139	0
chr6	147424059	147425119	1060	chr6	147424518	147424618	Gm6288	-	33244	0
chr6	148159798	148161580	1782	chr6	148160846	148160946	Ergic2	-	33295	0
chr6	148779247	148780905	1658	chr6	148779939	148780039	Ipo8	-	60784	0
chr6	148843855	148845451	1596	chr6	148844709	148844809	Caprin2	-	53745	0
chr6	148987893	148989562	1669	chr6	148989452	148989552	Gm15781	+	322	0
chr6	149135493	149138047	2554	chr6	149137184	149137284	Amn1	-	31565	0
chr6	149257543	149261157	3614	chr6	149257886	149257986	2810474O19Rik	+	26244	0
chr6	149357177	149358412	1235	chr6	149357456	149357556	Bicd1	+	154345	0
chr6	4550378	4551647	1269	chr6	4550790	4550890	Casd1	+	42541	0
chr6	5205667	5206667	1000	chr6	5206236	5206336	Pon3	-	35434	0
chr6	5247335	5248503	1168	chr6	5248405	5248505	Pon2	-	34308	0
chr6	6527909	6529002	1093	chr6	6528602	6528702	Shfm1	-	20369	0
chr6	8727492	8728492	1000	chr6	8728438	8728538	Ica1	-	147961	0
chr6	11857093	11858124	1031	chr6	11857396	11857496	Ndufa4	-	7073	0
chr6	18798303	18799385	1082	chr6	18798529	18798629	Naa38	+	7172	0
chr6	24844520	24845520	1000	chr6	24844750	24844850	SNORA17	-	130	0
chr6	29222349	29223390	1041	chr6	29222438	29222538	Hilpda	+	2958	0
chr6	29417474	29418795	1321	chr6	29417668	29417768	Atp6v1f	+	2794	0
chr6	29685468	29686647	1179	chr6	29685644	29685744	Smo	+	25671	0
chr6	29866638	29867770	1132	chr6	29866963	29867063	Fam40b	+	42668	0
chr6	33979177	33980234	1057	chr6	33979398	33979498	Lrguk	+	104586	0
chr6	35202425	35203524	1099	chr6	35202604	35202704	1810058I24Rik	+	10842	0
chr6	38304354	38305450	1096	chr6	38304553	38304653	Zc3hav1	-	49317	0
chr6	38585974	38587354	1380	chr6	38587189	38587289	Klrg2	-	10579	0
chr6	40385232	40386475	1243	chr6	40386084	40386184	E330009J07Rik	-	34760	0
chr6	42214707	42215931	1224	chr6	42214934	42215034	Casp2	+	17523	0
chr6	47404120	47405375	1255	chr6	47404269	47404369	A930035D04Rik	-	544	0
chr6	47544246	47546195	1949	chr6	47545290	47545390	Ezh2	-	65067	0
chr6	47892866	47894020	1154	chr6	47893120	47893220	Zfp783	+	12742	0
chr6	48345218	48346457	1239	chr6	48345357	48345457	Gm16630	-	264490	0
chr6	48543481	48544871	1390	chr6	48543832	48543932	Repin1	+	5199	0
chr6	48596831	48597955	1124	chr6	48597183	48597283	Gimap8	+	13641	0
chr6	48658018	48659035	1017	chr6	48658174	48658274	Gimap6	-	6643	0
chr6	49023499	49025559	2060	chr6	49023744	49023844	2410003K15Rik	+	12956	0
chr6	51473659	51475532	1873	chr6	51473850	51473950	Snx10	+	66778	0
chr6	52663418	52664501	1083	chr6	52663673	52663773	Tax1bp1	+	53051	0
chr6	53017799	53019016	1217	chr6	53018575	53018675	Jazf1	-	299834	0
chr6	54544955	54545960	1005	chr6	54545055	54545155	Plekha8	+	50728	0
chr6	54987697	54988872	1175	chr6	54987945	54988045	Gars	+	41503	0
chr6	56747489	56748521	1032	chr6	56747757	56747857	Kbtbd2	-	20289	0
chr6	61130158	61131457	1299	chr6	61130754	61130854	A730020E08Rik	-	5197	0
chr6	66846158	66847361	1203	chr6	66846465	66846565	4930597O21Rik	-	1867	0
chr6	67845837	67847543	1706	chr6	67846121	67846221	Igkv14-126	+	465	0
chr6	68581670	68582675	1005	chr6	68582374	68582474	Igkv10-96	-	467	0
chr6	70023748	70024748	1000	chr6	70024528	70024628	Igkv6-32	-	560	0
chr6	70741376	70743122	1746	chr6	70742176	70742276	Rpia	-	26512	0
chr6	71093517	71094717	1200	chr6	71094290	71094390	Thnsl2	-	16180	0
chr6	71780966	71782777	1811	chr6	71781275	71781375	Immt	+	46057	0
chr6	72185218	72186291	1073	chr6	72185521	72185621	Atoh8	-	29400	0
chr6	72339409	72340987	1578	chr6	72340647	72340747	Vamp8	-	5480	0
chr6	72388824	72390664	1840	chr6	72389502	72389602	Mat2a	-	6759	0
chr6	72547290	72549311	2021	chr6	72548357	72548457	Elmod3	-	32491	0
chr6	73171500	73172537	1037	chr6	73171595	73171695	Dnahc6	-	204045	0
chr6	73197993	73199169	1176	chr6	73198326	73198426	Suclg1	+	28529	0
chr6	82723693	82725367	1674	chr6	82724398	82724498	Hk2	-	49429	0
chr6	83003582	83005434	1852	chr6	83005217	83005317	Htra2	-	4007	0
chr6	83027979	83028988	1009	chr6	83027813	83027913	Pcgf1	+	2986	66
chr6	83051225	83052926	1701	chr6	83051561	83051661	Ccdc142	+	8322	0
chr6	83864058	83865280	1222	chr6	83864297	83864397	Zfml	+	72516	0
chr6	85018749	85019838	1089	chr6	85019457	85019557	Exoc6b	-	451027	0
chr6	85282793	85283809	1016	chr6	85283366	85283466	Sfxn5	-	120371	0
chr6	85401786	85404732	2946	chr6	85401914	85402014	1700040I03Rik	-	5160	0
chr6	85537214	85538882	1668	chr6	85537475	85537575	Alms1	+	115222	0
chr6	86387961	86389676	1715	chr6	86388318	86388418	C87436	+	35126	0
chr6	86742829	86744192	1363	chr6	86743528	86743628	Anxa4	-	56744	0
chr6	86798724	86799849	1125	chr6	86799461	86799561	Aak1	+	142347	0
chr6	87760875	87762018	1143	chr6	87762108	87762208	Rab43	-	23311	90
chr6	87762111	87763836	1725	chr6	87762108	87762208	Rab43	-	23311	0
chr6	87800088	87801305	1217	chr6	87801050	87801150	Cnbp	-	8491	0
chr6	87837620	87838654	1034	chr6	87837758	87837858	Copg	+	25781	0
chr6	89311733	89312865	1132	chr6	89312557	89312657	Plxna1	-	46297	0
chr6	91106487	91107487	1000	chr6	91106609	91106709	Hdac11	+	18027	0
chr6	92041164	92043134	1970	chr6	92041334	92041434	Nr2c2	+	81667	0
chr6	92133338	92134418	1080	chr6	92133977	92134077	Mrps25	-	14508	0
chr6	97098181	97100609	2428	chr6	97099126	97099226	A130022J15Rik	-	39158	0
chr6	97160515	97161735	1220	chr6	97160633	97160733	Arl6ip5	+	22626	0
chr6	99615483	99617221	1738	chr6	99616741	99616841	Eif4e3	-	409313	0
chr6	108610440	108611807	1367	chr6	108610878	108610978	0610040F04Rik	-	83895	0
chr6	108732777	108733800	1023	chr6	108733003	108733103	Arl8b	+	40664	0
chr6	113026558	113028803	2245	chr6	113027277	113027377	Gt(ROSA)26Sor	-	9905	0
chr6	113327457	113328500	1043	chr6	113327827	113327927	Tada3	-	11858	0
chr6	113554379	113555448	1069	chr6	113554716	113554816	6720456B07Rik	+	12176	0
chr6	115724192	115725287	1095	chr6	115724506	115724606	Cand2	+	30355	0
chr6	115758067	115759124	1057	chr6	115758715	115758815	Rpl32	-	3242	0
chr6	117850014	117851805	1791	chr6	117850308	117850408	Hnrnpf	+	25281	0
chr6	117856760	117857774	1014	chr6	117857728	117857828	4933440N22Rik	-	650	0
chr6	119987939	119989633	1694	chr6	119988640	119988740	Wnk1	-	114703	0
chr6	120443276	120444276	1000	chr6	120443927	120444027	Cecr6	-	1871	0
chr6	120616204	120617381	1177	chr6	120616337	120616437	Cecr2	+	104821	0
chr6	120785948	120787454	1506	chr6	120786198	120786298	Bcl2l13	+	56612	0
chr6	122258748	122260903	2155	chr6	122258688	122258788	M6pr	+	8960	0
chr6	122769649	122770864	1215	chr6	122770582	122770682	Gm4485	-	6988	0
chr6	124364448	124365967	1519	chr6	124365035	124365135	Pex5	-	18251	0
chr6	124690923	124691940	1017	chr6	124691342	124691442	Grcc10	-	2191	0
chr6	124718628	124720458	1830	chr6	124719641	124719741	Eno2	-	9620	0
chr6	124779315	124780416	1101	chr6	124779452	124779552	Usp5	-	14465	0
chr6	124813396	124814396	1000	chr6	124813885	124813985	Gpr162	-	5473	0
chr6	124915279	124916390	1111	chr6	124915506	124915606	Cops7a	-	7125	0
chr6	125141492	125142510	1018	chr6	125141563	125141663	Ncapd2	-	23586	0
chr6	125165227	125166449	1222	chr6	125165519	125165619	Vamp1	+	28992	0
chr6	126889361	126890434	1073	chr6	126889555	126889655	Rad51ap1	-	16537	0
chr6	127101175	127103294	2119	chr6	127101016	127101116	Ccnd2	-	25269	59
chr6	127396864	127398048	1184	chr6	127396808	127396908	Parp11	+	47401	0
chr6	128924944	128925944	1000	chr6	128924997	128925097	Gm15987	-	23825	0
chr6	129224519	129226320	1801	chr6	129225337	129225437	Cd69	-	8045	0
chr6	129482884	129484079	1195	chr6	129483240	129483340	1700101I11Rik	-	1178	0
chr6	131242636	131243669	1033	chr6	131243212	131243312	Magohb	-	8856	0
chr6	134516599	134517628	1029	chr6	134516933	134517033	Lrp6	-	120489	0
chr6	134741866	134743586	1720	chr6	134742593	134742693	Dusp16	-	77155	0
chr6	134847637	134848644	1007	chr6	134847893	134847993	Gpr19	-	28832	0
chr6	136752099	136753878	1779	chr6	136752850	136752950	Hist4h4	-	311	0
chr6	143115600	143116909	1309	chr6	143115700	143115800	Etnk1	+	41312	0
chr6	145159425	145160509	1084	chr6	145159440	145159540	Casc1	-	36136	0
chr6	145695077	145696077	1000	chr6	145695218	145695318	Rassf8	+	74331	0
chr6	147039699	147041125	1426	chr6	147039613	147039713	Klhdc5	+	21637	0
chr6	148893056	148895874	2818	chr6	148894939	148895039	Fam60a	-	25432	0
chr6	149049220	149050454	1234	chr6	149050152	149050252	Dennd5b	-	113609	0
chr6	149087581	149088581	1000	chr6	149088321	149088421	4833442J19Rik	+	11322	0
chr7	3288563	3291355	2792	chr7	3288989	3289089	Myadm	+	10307	0
chr7	3568167	3569752	1585	chr7	3568925	3569025	Ndufa3	+	2790	0
chr7	3595404	3598032	2628	chr7	3596439	3596539	Gm15927	-	12773	0
chr7	3616309	3618033	1724	chr7	3617392	3617492	Leng1	-	5742	0
chr7	3655354	3657424	2070	chr7	3655545	3655645	Rps9	+	2908	0
chr7	4087017	4089328	2311	chr7	4088478	4088578	D030047H15Rik	-	10586	0
chr7	4099318	4101707	2389	chr7	4101424	4101524	Leng9	-	1689	0
chr7	4396392	4397662	1270	chr7	4397201	4397301	Rdh13	-	20879	0
chr7	4477259	4479107	1848	chr7	4478088	4478188	Gm15873	+	1648	0
chr7	4609872	4610980	1108	chr7	4610502	4610602	Ppp6r1	-	27449	0
chr7	4635050	4637647	2597	chr7	4636515	4636615	Hspbp1	-	24442	0
chr7	4690562	4693312	2750	chr7	4691667	4691767	Suv420h2	+	7399	0
chr7	4740095	4741531	1436	chr7	4741208	4741308	2210411K11Rik	-	5061	0
chr7	4743620	4744648	1028	chr7	4744426	4744526	Rpl28	+	1688	0
chr7	4828336	4829397	1061	chr7	4828605	4828705	Isoc2a	+	18664	0
chr7	4866401	4867445	1044	chr7	4866769	4866869	Zfp628	+	6786	0
chr7	4873835	4874835	1000	chr7	4873803	4873903	Nat14	+	2755	0
chr7	4946934	4948535	1601	chr7	4947710	4947810	Zfp579	-	12675	0
chr7	4965578	4967317	1739	chr7	4966249	4966349	Fiz1	-	7640	0
chr7	4989396	4990424	1028	chr7	4989998	4990098	Zfp784	-	4007	0
chr7	5002220	5003895	1675	chr7	5003084	5003184	Zfp580	+	2190	0
chr7	5031513	5036837	5324	chr7	5031787	5031887	Epn1	+	17943	0
chr7	5076881	5077881	1000	chr7	5077502	5077602	Rasl2-9-ps	-	1005	0
chr7	6106525	6108665	2140	chr7	6107523	6107623	Zfp787	-	24482	0
chr7	6122431	6125615	3184	chr7	6123778	6123878	Zfp444	+	19123	0
chr7	6314390	6315499	1109	chr7	6314347	6314447	AC188461.1	+	70	0
chr7	6335115	6337048	1933	chr7	6336030	6336130	Zfp28	+	11675	0
chr7	6350996	6352009	1013	chr7	6351375	6351475	AC188461.4	+	33379	0
chr7	7072740	7074513	1773	chr7	7074113	7074213	Zfp954	-	6762	0
chr7	7088864	7089864	1000	chr7	7089416	7089516	Zfp773	-	6077	0
chr7	7123859	7124899	1040	chr7	7123991	7124091	Zfp418	+	12232	0
chr7	7161953	7163068	1115	chr7	7162456	7162556	Zfp772	-	7673	0
chr7	7250868	7252410	1542	chr7	7252172	7252272	Clcn4-2	-	17195	0
chr7	13007262	13008473	1211	chr7	13008050	13008150	Zfp551	-	7598	0
chr7	13063348	13064492	1144	chr7	13063592	13063692	Zfp606	+	17942	0
chr7	13403458	13404580	1122	chr7	13404157	13404257	Zfp329	-	13881	0
chr7	13465740	13467327	1587	chr7	13466476	13466576	Zfp128	+	12245	0
chr7	13482774	13483869	1095	chr7	13483114	13483214	Zscan22	+	11268	0
chr7	13506508	13507645	1137	chr7	13507589	13507689	Rps5	+	4396	0
chr7	13550409	13552040	1631	chr7	13551137	13551237	Zfp324	+	8398	0
chr7	13562783	13564448	1665	chr7	13563147	13563247	Zfp446	+	6492	0
chr7	13594340	13595625	1285	chr7	13595121	13595221	Zbtb45	-	4886	0
chr7	13608290	13610431	2141	chr7	13609451	13609551	Trim28	+	6883	0
chr7	13619217	13620270	1053	chr7	13620076	13620176	Chmp2a	-	2771	0
chr7	13622953	13624533	1580	chr7	13623572	13623672	Ube2m	-	3035	0
chr7	13639088	13640368	1280	chr7	13640063	13640163	Mzf1	-	12461	0
chr7	13863426	13865842	2416	chr7	13864020	13864120	6330408A02Rik	-	19754	0
chr7	16530796	16531818	1022	chr7	16531407	16531507	Gltscr2	-	8270	0
chr7	16682651	16683719	1068	chr7	16683757	16683857	Napa	+	19517	38
chr7	16704823	16705862	1039	chr7	16705194	16705294	Kptn	+	7621	0
chr7	16759979	16761399	1420	chr7	16760389	16760489	Meis3	+	11420	0
chr7	16806571	16808244	1673	chr7	16807336	16807436	Dhx34	-	24890	0
chr7	16857840	16860072	2232	chr7	16858991	16859091	Prr24	-	1678	0
chr7	16870489	16872511	2022	chr7	16872094	16872194	Ccdc9	-	12753	0
chr7	16893717	16895008	1291	chr7	16894915	16895015	Bbc3	+	8589	0
chr7	16968045	16973949	5904	chr7	16973096	16973196	Sae1	-	67563	0
chr7	17037934	17039173	1239	chr7	17038078	17038178	Tmem160	+	2710	0
chr7	17199398	17201701	2303	chr7	17200292	17200392	Grlf1	-	120520	0
chr7	17322867	17325251	2384	chr7	17323709	17323809	Ap2s1	+	10884	0
chr7	17459459	17462945	3486	chr7	17460185	17460285	9330104G04Rik	-	3532	0
chr7	17611460	17614042	2582	chr7	17613223	17613323	Ppp5c	-	23284	0
chr7	19494943	19496762	1819	chr7	19495714	19495814	Ccdc61	-	19532	0
chr7	19575653	19576737	1084	chr7	19576544	19576644	Mypop	+	10521	0
chr7	19585433	19586433	1000	chr7	19586521	19586621	Gm16266	-	7669	88
chr7	19608862	19610576	1714	chr7	19608837	19608937	Foxa3	-	10256	0
chr7	19704263	19705975	1712	chr7	19705158	19705258	Fbxo46	+	18402	0
chr7	19733879	19735983	2104	chr7	19734495	19734595	Qpctl	-	8979	0
chr7	19812609	19814953	2344	chr7	19813633	19813733	Opa3	+	28209	0
chr7	19885906	19886955	1049	chr7	19886069	19886169	Gm17589	-	2510	0
chr7	19893297	19896029	2732	chr7	19895344	19895444	Fosb	-	7324	0
chr7	19928733	19931498	2765	chr7	19930077	19930177	Ercc1	+	11746	0
chr7	19944396	19946147	1751	chr7	19944782	19944882	Cd3eap	-	2634	0
chr7	19966519	19968714	2195	chr7	19967309	19967409	Ercc2	+	13684	0
chr7	19988818	19989822	1004	chr7	19989403	19989503	Klc3	-	9667	0
chr7	20093086	20094384	1298	chr7	20093630	20093730	Bloc1s3	-	2517	0
chr7	20158007	20160487	2480	chr7	20159122	20159222	Gemin7	-	8877	0
chr7	20162470	20163766	1296	chr7	20162586	20162686	Zfp296	+	3369	0
chr7	20189076	20190128	1052	chr7	20189767	20189867	Clasrp	-	23424	0
chr7	20213104	20215082	1978	chr7	20214737	20214837	Relb	-	23221	0
chr7	20248739	20251715	2976	chr7	20250329	20250429	Clptm1	-	33449	0
chr7	20284265	20285265	1000	chr7	20284465	20284565	Apoe	-	3057	0
chr7	20299863	20301027	1164	chr7	20300737	20300837	Tomm40	-	14125	0
chr7	20334136	20335264	1128	chr7	20334872	20334972	Pvrl2	-	32929	0
chr7	20381918	20382918	1000	chr7	20382108	20382208	Cblc	-	17928	0
chr7	20407361	20408382	1021	chr7	20408069	20408169	Bcl3	-	14308	0
chr7	24866022	24867583	1561	chr7	24866893	24866993	Zfp180	+	25774	0
chr7	24918292	24919937	1645	chr7	24919143	24919243	Zfp235	+	8092	0
chr7	25022001	25023090	1089	chr7	25022078	25022178	Zfp109	-	9061	0
chr7	25100999	25102495	1496	chr7	25101635	25101735	Zfp94	-	14962	0
chr7	25154649	25157240	2591	chr7	25155232	25155332	Kcnn4	+	14946	0
chr7	25184238	25185271	1033	chr7	25184588	25184688	1500002O20Rik	+	23159	0
chr7	25314822	25315874	1052	chr7	25315617	25315717	Irgq	+	7951	0
chr7	25330347	25333522	3175	chr7	25331040	25331140	2310033E01Rik	-	4372	0
chr7	25395003	25397018	2015	chr7	25396297	25396397	Phldb3	+	17960	0
chr7	25668744	25670492	1748	chr7	25669340	25669440	Rps19	+	5435	0
chr7	25687580	25693582	6002	chr7	25687881	25687981	Arhgef1	+	23680	0
chr7	25861180	25862989	1809	chr7	25862215	25862315	Zfp574	+	6246	0
chr7	25916765	25917765	1000	chr7	25917481	25917581	Pou2f2	-	40603	0
chr7	26003149	26004748	1599	chr7	26004828	26004928	Dedd2	-	17019	80
chr7	26006102	26007102	1000	chr7	26006420	26006520	Zfp526	+	6056	0
chr7	26021123	26023861	2738	chr7	26022820	26022920	Gsk3a	-	9593	0
chr7	26034145	26036663	2518	chr7	26035730	26035830	Erf	-	8200	0
chr7	26052285	26054106	1821	chr7	26052673	26052773	Cic	+	26455	0
chr7	26169187	26170187	1000	chr7	26169774	26169874	4732471J01Rik	+	768	0
chr7	26262120	26263212	1092	chr7	26262594	26262694	Ceacam1	-	15923	0
chr7	26403576	26405139	1563	chr7	26404383	26404483	Atp5sl	+	6137	0
chr7	26442934	26444390	1456	chr7	26443730	26443830	Bckdha	-	28909	0
chr7	26465415	26466442	1027	chr7	26466127	26466227	B9d2	+	5400	0
chr7	26470957	26471957	1000	chr7	26471971	26472071	Tgfb1	+	18075	14
chr7	26503408	26504867	1459	chr7	26504057	26504157	Ccdc97	-	7982	0
chr7	26539048	26540152	1104	chr7	26539699	26539799	Hnrnpul1	-	33232	0
chr7	26568251	26574406	6155	chr7	26573674	26573774	Axl	-	31432	0
chr7	27951109	27953106	1997	chr7	27951771	27951871	Egln2	-	8144	0
chr7	27980476	27983185	2709	chr7	27981240	27981340	Snrpa	-	9266	0
chr7	28012854	28014382	1528	chr7	28013597	28013697	Itpkc	-	21456	0
chr7	28017361	28019025	1664	chr7	28017992	28018092	Adck4	+	29229	0
chr7	28042154	28044534	2380	chr7	28042901	28043001	Gm15567	-	8669	0
chr7	28140197	28141390	1193	chr7	28140988	28141088	Shkbp1	-	13886	0
chr7	28141811	28143648	1837	chr7	28142388	28142488	Gm20479	-	4770	0
chr7	28258637	28260710	2073	chr7	28258737	28258837	Sertad3	+	3591	0
chr7	28271014	28274669	3655	chr7	28271879	28271979	Sertad1	+	3406	0
chr7	28292408	28294086	1678	chr7	28293091	28293191	Gm15541	-	5404	0
